Date / Time,City,State,Country,Shape,Duration,Summary,Posted,Images
5/31/20 22:00,Lawton,OK,USA,Triangle,2 minutes,"Saw the first craft pop up on the east side of Lawton, zoom all the way out to the wichita mountains range and back, in a matter of abo",6/25/20,
5/31/20 18:04,Cornell,WI,USA,Other,5-6 seconds,Aircraft looking object moved across the sky at thousands of mile per hour!,6/25/20,
5/31/20 18:00,Kaysville,UT,USA,Oval,30 seconds,2 oval objects in formation traveling at the same speeds.,6/25/20,
5/31/20 16:37,Portland,OR,USA,,,MADAR Node 66,7/9/20,
5/31/20 14:21,Garrettsville,OH,USA,,,MADAR Node 64,7/9/20,
5/31/20 11:34,Coral Springs,FL,USA,Light,1 second,"The object was difficult to depict because of the light emanating from the figure. However, it looked like a shooting star but it was o",6/25/20,
5/31/20 10:30,Westfir,OR,USA,Triangle,1 hour,these were in the night sky one was about the direction of 2:00.the other was about 10 :00 and the others were in the direction south,6/25/20,
5/30/20 23:15,New York Staten Island,NY,USA,Disk,2 minutes,"Round shaped object observed over Staten Island NYC, while sitting in my back yard. My daughter also observed this object . Bright Whit",6/25/20,
5/30/20 23:15,Amelia (suburb of Cincinnati),OH,USA,Sphere,~15 minutes,Bright white orb released 2 smaller green orbs,6/25/20,
5/30/20 22:30,Casper,WY,USA,Sphere,10 seconds,"Glowing Lime-green Orb/Sphere followed by 2 smaller white lights, stopped to hover then sped out of sight.",7/9/20,
5/30/20 22:00,Norton,MA,USA,Light,20 minutes,Single light like a star moving in a straight slightly zig-zagging line across the sky. No other lights and way to fast for a plane. Se,6/25/20,
5/30/20 22:00,Vineland,NJ,USA,Circle,5 minutes,Round Bright Red flaming ball of light.,7/31/20,
5/30/20 21:55,Macungie,PA,USA,Light,3 minutes,2 lights that looked like the engine burn of a very large rocket were seen proceeding south and then south easterly. There was no sound,6/25/20,
5/30/20 21:30,Edgewater,FL,USA,Light,10 minutes,A series of maybe 50 lights straight overhead traveling N to S. ((Starlink satellites?)),6/25/20,
5/30/20 21:14,Fort Myers,FL,USA,Sphere,5 minutes,8 spheres lights moving south west Florida. ((Starlink satellites?)),6/25/20,
5/30/20 20:55,Longwood,FL,USA,Sphere,40 seconds,3 Super Fast,6/25/20,
5/30/20 20:49,Stuart,FL,USA,Oval,2 minutes,"Ten bright orbs light up quiet Stuart, FL neighborhood",6/25/20,
5/30/20 20:40,Liverpool (UK/England),,United Kingdom,Changing,20 minutes,"Bright object changing shape, stationary + moving , rocket motor firings visible. Clear sunny evening.",6/25/20,
5/30/20 20:40,New Brighton (UK/England),,United Kingdom,Circle,4 minutes,Was outside attempting to see dragon space-x flyby.and noticed a black spherical object flying westwards.roughly 15000ft in altitude .o,6/25/20,
5/30/20 20:20,Glasgow (UK/Scotland),,United Kingdom,Sphere,60 seconds,"Was looking out for space x falcon flying past. 15 minutes after launch,but what I saw was an sphere shape object travelling from East",6/25/20,
5/30/20 19:46,Wichita,KS,USA,Oval,10 minutes,Was out relaxing on the deck and saw a vertical oval shaped cloud like formation descending in the West horizon. It had a distinct vapo,6/25/20,
5/30/20 18:00,Medford,OR,USA,Other,5 minutes,I saw an ufo.,6/25/20,
5/30/20 17:15,Southington,CT,USA,Disk,Picture,Took several pictures of the moon and noticed and noticed the object during a later review of the pictures. ((Possibly an insect? PD)),6/25/20,
5/30/20 15:28,Cape Canaveral,FL,USA,Unknown,2 seconds,"UAP seen as SpaceX Dragon stage one returns to earth today, 5/30/20.",6/25/20,
5/30/20 13:30,Vineland,NJ,USA,Cigar,4:00 hours,It had a red eye and I think it new I was looking at it,6/25/20,
5/30/20 09:00,Lansing,MI,USA,Circle,11 seconds,Came outside. Starting recording at 9:51pm. Saw a white circular object moving fast across the sky. Looked like it was going in a str,6/25/20,
