Date / Time,City,State,Country,Shape,Duration,Summary,Posted,Images
12/31/21 23:52,Moses Lake,WA,USA,Light,Couple minutes,Multiple spheres of light slowly zigzagging upwards until they faded away...,4/22/22,
12/31/21 23:45,Waikoloa,HI,USA,Light,15-20 minutes,A small cluster of bright blue lights shot upward from the horizon,3/4/22,
12/31/21 23:43,San Francisco,CA,USA,Fireball,5 seconds,"We thought it was fireworks but no sound and it moved oddly, was a fiery orange ball and then sort of burned out.",3/4/22,
12/31/21 23:36,Winter Haven,FL,USA,Cylinder,Unknown - Photograph,Photographs reveal UAP,3/4/22,Yes
12/31/21 22:45,Joshua Tree,CA,USA,Diamond,4 min,4 red lights,3/4/22,
12/31/21 22:23,Miami,FL,USA,Light,,I think its a ufo,3/4/22,
12/31/21 22:00,Cuautla,Morelos,Mexico,,10 min,Typical UFO right above my head about 20 meters stopped then started slowly rising and later disappeared into the horizon,9/9/22,
12/31/21 21:51,Newport Rhode Island,RI,USA,Changing,3 minutes,Orange light changing to white moving slowly without a sound.,3/4/22,
12/31/21 19:50,Shelton,CT,USA,Light,Lasted about 45-50 second,Lights and loud sound,3/4/22,
12/31/21 17:32,Spuzzum,British Columbia,Canada,Circle,5 seconds,Circle shaped being led by a Triangle shaped one,3/4/22,
12/31/21 17:28,Moab,UT,USA,Oval,1 mon,Oval looking light,3/4/22,Yes
12/31/21 06:36,Morganton,NC,USA,Changing,Unknown,I saw a geometric orb that changed into what looked like a pumice stone,9/9/22,Yes
12/31/21 02:14,Caribbean Ocean between Honduras and Jamaica,,Honduras,Disk,30 min,2 crafts going back and fourth along ship,3/4/22,Yes
12/30/21 22:40,Eliasville,TX,USA,Circle,Two seconds,"Round, glowing, key lime green orb flew from southern sky to northern sky.",3/4/22,
12/30/21 20:39,Waterlooville (UK/England),Hampshire,United Kingdom,Circle,About 30 mins,They just appeared and flew and darted around see video. NUFOC Note: Ground-based advertizing lights? PD)),3/4/22,
12/30/21 20:28,Jupiter,FL,USA,Triangle,About 1 minute,Three silent orange blinking lights in triangle formation.,3/4/22,Yes
12/30/21 17:30,Manila (Philippines),Metro Manila,Philippines,Circle,1 minute,Bright object moving unusually over Manila,3/4/22,
12/30/21 16:55,Unsure exactly,AL,USA,Unknown,10 min,While driving the low angle of the sun in the evening was reflecting light off an odd shaped fairly stationary object in the sky.,3/4/22,Yes
12/30/21 16:52,Elk,CA,USA,Cigar,2 min,"I was shooting multiple shots of the sunset, last night I was scanning through them and saw an anomaly go up,down, and up again.",3/4/22,Yes
12/30/21 13:37,Boulder,CO,USA,Changing,1-2 minutes,I saw two different (or changing) objects about two minutes apart but in the same approximate location.,3/4/22,Yes
12/30/21 08:47,Santa Barbara,CA,USA,,,MADAR Node 57,3/4/22,
12/29/21 23:20,Bradford (UK/England),Bradford,United Kingdom,Changing,5 minutes,Bright glowing ice blue and white lights then fiery orange appeared,3/4/22,
12/29/21 21:30,Willow,,USA,Circle,Most of the night,I think it was following me from Denali,3/4/22,
12/29/21 21:26,Englewood,FL,USA,Triangle,2m approx continuous,"3 of us looking upward at clear night sky and we watch a large triangular shaped, relatively slow moving object for approximately 2 min",3/4/22,Yes
12/29/21 20:06,Naples,FL,USA,Oval,1 minute 36 secs,I saw 3 unusual lights in the sky over the gulf of mexico,6/22/22,
