Date / Time,City,State,Country,Shape,Duration,Summary,Posted,Images
7/31/20 23:15,Temecula,CA,USA,Sphere,1 minute,"My fiance and I while stargazing saw a small circular light moving downward and flashing, then it split into 2 while stopped, then a 3r",8/6/20,
7/31/20 23:00,Spanish Fort,AL,USA,Changing,15 minutes,"Two stars move, one transforms into a triangular object. It moves multiple times, then rockets off through the earth's atmosphere",8/6/20,
7/31/20 22:53,Honolulu,HI,USA,Chevron,5 minutes,V Shaped bright light object flying unusually in the sky without a beacon light,8/6/20,
7/31/20 22:30,Toronto,ON,Canada,Egg,3 seconds,"An oval light, orange in the centre and fading to yellow/white flew north-west to south-east across the sky. Faster than an airplane, s",8/6/20,
7/31/20 22:30,Farmington,UT,USA,Sphere,45 seconds,Came from the North flying South just above the clouds in flight pattern never seen before and fast that anything on earth ascended up,8/6/20,
7/31/20 22:00,Brooksville,FL,USA,Triangle,5 minutes,"Me and my friend were outside smoking and I looked up and said look at that!it was 3 lights flashing,in sync but was spread out to for",8/6/20,
7/31/20 22:00,La Selva Beach,CA,USA,Light,2 minutes,Looking at stars over Monterey Bay. Saw a very bright red light moving erratically near another white star. Appeared to be dancing in,8/6/20,
7/31/20 21:45,East Haddam,CT,USA,Light,2 minutes,"Low lying bright light moves over farmland in East Haddam, CT.",8/6/20,
7/31/20 21:30,Oyster Bay,NY,USA,Light,15 minutes,2 lights were seen moving at incredible speeds in night sky for sustained period of time.,8/6/20,
7/31/20 21:26,Monroe Twp,NJ,USA,Diamond,3-4 minutes,10-12 Orange Glowing slanted oval shaped objects in formation seen with no sound.,8/6/20,
7/31/20 21:25,Duxbury,MA,USA,Sphere,3 minutes,Object rose completely vertically to a point and continued completely horizontally until abruptly vanishing.,8/6/20,
7/31/20 20:46,Redmond,OR,USA,Oval,15 minutes,"Glowing oval UFO see drop in altitude very quickly, then hover over town.",8/6/20,
7/31/20 20:00,New York,NY,USA,Light,2 sec,"streak of light, approx 1000 ft in the air, travelled a distance of approx 500ft toward the ground, zig-zagged, then shifted direction",8/6/20,
7/31/20 19:41,Marion,NC,USA,Light,,When what is naked to the eye reviles through photo,8/6/20,
7/31/20 19:21,Marion,NC,USA,Light,,When what is naked to the eye reviles through photo,8/20/20,
7/31/20 19:00,Long Beach,CA,USA,Rectangle,10 minutes,Black rectangle Box floating up to the clouds and then when in-and-out of clouds no noise looked almost like it had some kind of force,8/6/20,
7/31/20 18:40,Brooklyn,NY,USA,Oval,1 min,Two fast-moving black shapes,8/6/20,
7/31/20 16:00,Vancouver,WA,USA,Cigar,20 seconds,"Extraordinarily bright, metallic, cigar shaped object moving with unchanging speed and direction disappears into trees.",8/6/20,
7/31/20 15:38,Norwalk,CA,USA,Egg,2 hours 40 minutes,UFOs Norwalk California,8/20/20,
7/31/20 12:00,Palm Desert,CA,USA,Sphere,2 hrs,"Ill never forget how it looked thru the binoculars, what an amazing experience",8/6/20,
7/31/20 08:07,St. Louis,MO,USA,,,MADAR Node 70,8/20/20,
7/31/20 07:33,Jakarta (Indonesia),,Indonesia,Chevron,0:2:00,Dark Chevron Shaped UFO hvered for 2 minutes and then vanished without a trace...,8/6/20,
7/31/20 03:00,Alexandria,VA,USA,Cylinder,Continuous,I don't know if this is a craft or a star I don't know what it is it's stationary it's due South from my location I used a compass it's,8/16/21,
7/31/20 01:00,Montego Bay,SK,Jamaica,Cross,5 minutes,Ten red lights close together over Jamaica!,8/6/20,
7/31/20 01:00,Willseyville,NY,USA,Fireball,Hours,Star like objects all night,8/6/20,
