Date / Time,City,State,Country,Shape,Duration,Summary,Posted,Images
10/31/20 23:30,Richmond,TX,USA,Light,10 minutes,"A light in the sky appeared out of nowhere, moved towards me, slowly passed over me, turned around, slowed down, stopped, and faded off",12/23/20,
10/31/20 23:15,Crittenden,KY,USA,Triangle,10 minutes,Pyramid shaped ufo at low altitude and speed with clear visibility.,12/23/20,
10/31/20 22:10,Whitman,MA,USA,Diamond,5 minutes,Two extremely bright red lights moving rapidly and abruptly through a clear night sky.,12/23/20,
10/31/20 22:00,San Jose,,Costa Rica,Chevron,2 minutes,Chevron Lights,12/23/20,
10/31/20 21:06,Kansas City,MO,USA,,,MADAR Node 40,12/23/20,
10/31/20 21:00,Ogden,KS,USA,Other,10 minutes,Row of white lights slowly moving over the highway. ((Starlink satellites?)),12/23/20,
10/31/20 21:00,Lilesville,NC,USA,,Picture,Object in photo of the moon,12/23/20,
10/31/20 20:30,Aurburn,WA,USA,Circle,10 minutes,"At about 8:30 PM on Halloween, me an my daughter witnessed 8 to 10 UFOs fly in straight line, then formed triangle, then upside down v",12/23/20,
10/31/20 20:00,Dundalk,MD,USA,Sphere,5 minutes,Red lights over Dundlak,3/2/21,
10/31/20 20:00,Rensselaer,,USA,Fireball,60 seconds +,Three large orange objects over Albany NY 10/31/20,12/23/20,
10/31/20 20:00,Dundalk,MD,USA,Sphere,5 minutes,Red Lights and Spotlight,3/2/21,
10/31/20 19:30,Sandy,UT,USA,Circle,5 seconds,UFO above Lone Peak Mountain,12/23/20,
10/31/20 18:40,Las Vegas,NV,USA,Light,90 seconds,I just saw something that I can only describe as a UFO. I've lived in Las Vegas for 3 years. I live not far from the airport and am ac,12/23/20,
10/31/20 18:12,Bellingham,WA,USA,Chevron,10 minutes,Rocket-like vessel with unusually thick plume traveling west to east over Puget Sound and Washington State.,12/23/20,
10/31/20 14:30,Bainbridge,OH,USA,Changing,>5 minutes,"Bright object that changed shape with protruding poles was observed over Bainbridge, Ohio for 5 minutes by several individuals.",12/23/20,
10/31/20 12:00,Franklin,WI,USA,Rectangle,30-60 seconds,Large flat black rectangular shape just hanging in sky.,12/23/20,
10/31/20 11:41,Maumee,OH,USA,Rectangle,15+ seconds,It was a little bit scary and definitely not like anything Ive ever seen before.,12/23/20,
10/31/20 10:00,Vandalia,OH,USA,Light,10 minutes,Spotted red and green switching lights from my deck 10-31-20 at approximately 2200hrs took 4 different short videos. Video show changin,12/23/20,
10/31/20 09:30,Dade City,FL,USA,Oval,6h 30 mins,Ufo above Northern Dade City Florida,12/23/20,
10/31/20 08:00,Geneseo,NY,USA,Light,2 seconds,I saw what I thought was a star and it had stayed there for quite some time. All of a sudden it dropped from the sky and disappeared ov,12/23/20,
10/31/20 07:00,ST PAUL,MN,USA,Sphere,1 minute,FLYING CLEAR BUBBLE WITH RED LIGHT SUSPENDING IN THE MIDDLE,12/23/20,
10/31/20 07:00,Hanover,MD,USA,,,MADAR Node 77,12/23/20,
10/31/20 07:00,Columbia Falls,MT,USA,Circle,5 minutes,"Stream of lights 20 plus, evenly spaced, in a straight line, in the sky to the north of Columbia Falls. ((Starlink satellites))",12/23/20,
10/31/20 06:55,folsom,PA,USA,Circle,,I was walking across the street and I notice a orange UFO moving slowly across the sky then it disappeared,12/23/20,
10/31/20 06:00,Fishers,IN,USA,Teardrop,,6-7 am. Aircraft expert notices a tear-drop tadpole-shaped craft moving west to SE. Had an indistinct blue trail.,3/31/21,
10/31/20 01:48,Haddam,CT,USA,Light,1 minute,Haddam ct out on my deck with wife saw a light thought it was a star at first it was moving slowly it stood out to me was vary bright i,12/23/20,
10/31/20 00:00,Mcallen,TX,USA,Changing,4 hours,2 unidentified objects in the sky in South Texas,12/23/20,
10/31/20 00:00,Georgetown,OH,USA,Circle,,((NUFORC Note: Witnes provides no information. PD)),12/23/20,
10/31/20 00:00,Campbell,CA,USA,Flash,3 minutes,"I observed a green and red steady light come out from behind the line of trees of the southern sky, heading northbound, stopped in nort",12/23/20,
10/30/20 22:00,Miami,FL,USA,Sphere,10 seconds,red fading into purple sphere rotating at 360 degrees at an incredibly accelerated speed at night disappeared leaving a beam light,12/23/20,
10/30/20 21:00,San Jose,CA,USA,Light,5,MY BOYFRIEND AND I WENT OUT TO SEE THE BLUE MOON AND WE SAW LIGHTS. WE FELT LIKE WE WERE TAKEN AND BRANDED SOMEHOW WITH BURNS TO OUR SK,12/23/20,
10/30/20 19:00,Duluth,GA,USA,Circle,1 minute,"It was 19:00 hours. And the sun was low in the western sky. I was driving South, on Pleasant Hill Road towards 85, when a round, orange",12/23/20,
10/30/20 17:25,Manchester,CT,USA,,,MADAR Node 151,12/23/20,
10/30/20 13:55,Star Valley,AZ,USA,,,MADAR Node 53,12/23/20,
